Hello?	Ross.	neutral
Ross.	Emily, hi! Uh, how-how was you flight?	non-neutral
Emily, hi! Uh, how-how was you flight?	It was dreadful. I felt terrible about how I acted when you said those wonderful things.	sadness
It was dreadful. I felt terrible about how I acted when you said those wonderful things.	No, no, that-that, that's all right. Umm, I'm just glad you called.	joy
No, no, that-that, that's all right. Umm, I'm just glad you called.	Ross umm, there's something that I've got to tell you, there's-there's someone else.	non-neutral
Ross umm, there's something that I've got to tell you, there's-there's someone else.	Does that mean the same thing in England as it does in America?	non-neutral
You know what? I'm not gonna be able to enjoy this.	Yeah, I know, it's my birthday. We all should be here.	sadness
Yeah, I know, it's my birthday. We all should be here.	So, let's go.	neutral
So, let's go.	Well maybe, you know, maybe we should stay for one song.	neutral
Well maybe, you know, maybe we should stay for one song.	Yeah, I mean, it would be rude to them  for us to leave now.	neutral
Yeah, I mean, it would be rude to them  for us to leave now.	You know, the guys are probably having a great time.	neutral
Okay, I've got three of my five.	Three of your five, what?	neutral
Three of your five, what?	Celebrities I'm allowed to sleep with.	neutral
Celebrities I'm allowed to sleep with.	Oh my God! You are giving this a lot of thought.	surprise
Oh my God! You are giving this a lot of thought.	Yeah, it's hard okay, I only have two spots left.	neutral
Yeah, it's hard okay, I only have two spots left.	All right, so who do you got it narrowed down to?	neutral
All right, so who do you got it narrowed down to?	Okay, Elizabeth Hurely....	joy
Okay, Elizabeth Hurely....	Oooh-hoo, very attractive, forgiving.	surprise
Oooh-hoo, very attractive, forgiving.	Susan Sarandon.	neutral
Susan Sarandon.	Eh, y'know what, she's to political, she probably wouldn't let you do it, unless you donated four cans of food first.	disgust
Eh, y'know what, she's to political, she probably wouldn't let you do it, unless you donated four cans of food first.	And!! Isabella Rosselini.	joy
And!! Isabella Rosselini.	Ooh-hoo. Very hot, very sexy. But ah, y'know she's too international, y'know she's never gonna be around.	joy
Ooh-hoo. Very hot, very sexy. But ah, y'know she's too international, y'know she's never gonna be around.	So?	neutral
So?	So, you gotta play the odds, pick somebody who's gonna be in the country like all the time.	neutral
So, you gotta play the odds, pick somebody who's gonna be in the country like all the time.	Yeah, cause that's why you won't get Isabella Rosselini, geography.	neutral
Oh that's five Ross. Five women have had five babies! And I have had no babies! Why doesn't she want to come out?	Y'know what I think it is?	neutral
Y'know what I think it is?	I think you've made such a nice home for her over the last nine months that she just doesn't want to leave.	neutral
I think you've made such a nice home for her over the last nine months that she just doesn't want to leave.	Oh. Look at you making up crap for me. Oh God!	non-neutral
Oh. Look at you making up crap for me. Oh God!	Twenty-one hours, you're a hero.	neutral
Twenty-one hours, you're a hero.	Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.	non-neutral
Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.	Actually, I think you're ready to go to the delivery room.	neutral
Actually, I think you're ready to go to the delivery room.	What?	surprise
What?	Ten centimeters, you're about to become a mom.	neutral
Ten centimeters, you're about to become a mom.	My God. Okay.  Ha-ha-ha beat ya! Sucker!	surprise
Are they here yet?	No, honey, they're not, but don't worry, because we are going to find them, and until we do, we are all here for you, ok?	neutral
No, honey, they're not, but don't worry, because we are going to find them, and until we do, we are all here for you, ok?	Ok.	neutral
Ok.	Hi.	neutral
Hi.	May I see your boarding pass?	neutral
May I see your boarding pass?	Oh, no, no, I don't have one. I just need to talk to my friend.	neutral
Oh, no, no, I don't have one. I just need to talk to my friend.	Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.	neutral
Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.	No, I know, but Ihe just went on.	neutral
No, I know, but Ihe just went on.	He's right there, he's got the blue jacket on, I... can I j-just...	non-neutral
He's right there, he's got the blue jacket on, I... can I j-just...	No no no! Federal regulations!	anger
No no no! Federal regulations!	OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is	neutral
OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is	Alright. What's the message?	neutral
Alright. What's the message?	Uh... I don't know.	neutral
Uh... I don't know.	Sir? Sir? Excuse me, sir? Uh... I have a message for you.	neutral
Sir? Sir? Excuse me, sir? Uh... I have a message for you.	What?	neutral
What?	It's from Rachel. She said that she loved the present, and she will see you when you get back.	neutral
It's from Rachel. She said that she loved the present, and she will see you when you get back.	: Toby... Oh, for God's sake, I don't know what she's talking about!	surprise
: Toby... Oh, for God's sake, I don't know what she's talking about!	There's no Rachel!	anger
There's no Rachel!	Don't give me that deep freeze.	non-neutral
Here's the thing, Janice.	You know, I mean, it's like we're different.	neutral
You know, I mean, it's like we're different.	I'm like the bing, bing, bing.	non-neutral
I'm like the bing, bing, bing.	You're like the boom, boom, ... boom.	neutral
You're like the boom, boom, ... boom.	Ow!	surprise
Ow!	Oh, my god, I'm so sorry. Are you ok?	non-neutral
Oh, my god, I'm so sorry. Are you ok?	Ow. Um, it's just my lens. It's just my lens. I'll be right back.	non-neutral
Ow. Um, it's just my lens. It's just my lens. I'll be right back.	I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.	non-neutral
I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.	Oh my god.  How many of those have you had?	surprise
Oh my god.  How many of those have you had?	Oh, I don't know, a million?	non-neutral
Oh, I don't know, a million?	Chandler, easy, easy. Go to your happy place. La la la la la la la.	neutral
Chandler, easy, easy. Go to your happy place. La la la la la la la.	I'm fine.	neutral
I'm fine.	All right.	neutral
All right.	I'm not fine. Here she comes.	fear
I'm not fine. Here she comes.	Wait here. Breathe.	neutral
Wait here. Breathe.	How do you do that?	surprise
How do you do that?	It's like a gift.	neutral
It's like a gift.	We should always always break up together.	neutral
We should always always break up together.	Oh, I'd like that.	neutral
You win.	Well, what did you have?	neutral
Well, what did you have?	It doesn't matter because nothing beats a three and a six.	non-neutral
It doesn't matter because nothing beats a three and a six.	That my friend is D-Cup.	neutral
That my friend is D-Cup.	Okay, now much have you won so far?	neutral
Okay, now much have you won so far?	Uh,  wow, 700.	surprise
Uh,  wow, 700.	Not 700 exactly?	surprise
Not 700 exactly?	Yeah.	neutral
Yeah.	Double it!	non-neutral
Double it!	What?	surprise
What?	Well you see in Cups, once you get $700, you have to double it.	neutral
Well you see in Cups, once you get $700, you have to double it.	Really?	surprise
Really?	Hey, I didn't make up the rules.	neutral
Hey, I didn't make up the rules.	Now, after you receive the doubling bonus, you get uh, one card.	neutral
Now, after you receive the doubling bonus, you get uh, one card.	Now that one card could be worth $100 bringing your total to 1,500.	neutral
Now that one card could be worth $100 bringing your total to 1,500.	Don't get to excited because that's not gonna happen unless you getNo way!	surprise
I'm, I'm sorry you didn't get to go to Spacecamp, and I'm hoping that maybe somehow, this may make up for it.	Presenting Sarah Tuttle's Private Very Special Spacecamp!	joy
Presenting Sarah Tuttle's Private Very Special Spacecamp!	!	neutral
!	Really Mr. Geller, you don't have to do this.	neutral
Really Mr. Geller, you don't have to do this.	Oh come on! Here we go!  Stand by for mission countdown!	joy
Oh come on! Here we go!  Stand by for mission countdown!	I'm an alien. I'm an alien.	neutral
I'm an alien. I'm an alien.	Oh no! An asteroid!	surprise
Hey.	Hey.	neutral
Hey.	Where you going?	neutral
Where you going?	To the bank.	neutral
To the bank.	Sperm or regular?	neutral
Sperm or regular?	Sperm.	neutral
Sperm.	So you're really doing this, huh?	surprise
So you're really doing this, huh?	Oh yeah, picked a guy, 37135.	neutral
Oh yeah, picked a guy, 37135.	Sounds nice.	neutral
Sounds nice.	'Fraid so. Brown hair, green eyes...	neutral
'Fraid so. Brown hair, green eyes...	No kiddin', hmm.	non-neutral
No kiddin', hmm.	What?	non-neutral
What's wrong, sweetie?	Nothing, nothing.	non-neutral
Nothing, nothing.	Aaaah, what's wrong, c'mon.	non-neutral
Aaaah, what's wrong, c'mon.	It's, I mean, it's nothing, I'm fine.	sadness
It's, I mean, it's nothing, I'm fine.	It's my friends.	sadness
It's my friends.	They-they have a liking problem with you.	sadness
They-they have a liking problem with you.	In that, um, they don't.	sadness
In that, um, they don't.	Oh. They don't.	surprise
Oh. They don't.	But they don't see all the wonderfulness that I see.	non-neutral
But they don't see all the wonderfulness that I see.	They don't see all the good stuff and all the sweet stuff.	sadness
They don't see all the good stuff and all the sweet stuff.	They just think you're a little...	non-neutral
They just think you're a little...	What?	non-neutral
What?	Intense and creepy.	neutral
Hello.	Hi.	neutral
Hi.	Yeah! You don't like Kathy.	non-neutral
Yeah! You don't like Kathy.	You got me.	non-neutral
You got me.	Yeah, you've been avoiding her ever since we started going out. Look, I made an	non-neutral
Yeah, you've been avoiding her ever since we started going out. Look, I made an	Yeah. Right.	neutral
Yeah. Right.	Good, and hey! My treat.  But that's only because you're not eating anything, right?	joy
Good, and hey! My treat.  But that's only because you're not eating anything, right?	Okay.	neutral
I can't believe we're here.	Oh you've got to be kidding me.	surprise
Oh you've got to be kidding me.	What?	surprise
What?	As a wedding gift to you, the hotel would like to give you the honeymoon suite.	neutral
As a wedding gift to you, the hotel would like to give you the honeymoon suite.	No!! You have been screwing us all day!	anger
No!! You have been screwing us all day!	Who are you?	surprise
Who are you?	We're you just ten seconds later!	non-neutral
We're you just ten seconds later!	Yeah!	non-neutral
Yeah!	You already got the first class tickets; you got the lounge!	non-neutral
You already got the first class tickets; you got the lounge!	I mean we should get free stuff too!	anger
I mean we should get free stuff too!	I mean you're not the only ones on your honeymoon!	non-neutral
I mean you're not the only ones on your honeymoon!	Well you can have the suite if you want.	neutral
Well you can have the suite if you want.	We don't care about where we stay.	neutral
We don't care about where we stay.	We're here to celebrate our love together.	non-neutral
We're here to celebrate our love together.	We don't have to get free stuff.	non-neutral
We don't have to get free stuff.	We just want to be together.	non-neutral
We just want to be together.	We need the stuff.	neutral
Yes!	Okay, well then how about a handshake?	neutral
Okay, well then how about a handshake?	Oh God I'm sorry!	non-neutral
Oh God I'm sorry!	Oh God, I'm sorry!	non-neutral
Oh God, I'm sorry!	I did not mean to touch thatI mean	fear
Hey Pheebs!	Hey!	joy
Hey!	Check it out.  How much of a man am I?!	joy
Check it out.  How much of a man am I?!	Wow! Nice! Manly and also kind of a slut.	non-neutral
Wow! Nice! Manly and also kind of a slut.	You're turning into a woman.	non-neutral
You're turning into a woman.	which brings us back, of course, to Greely's theory of dominance.	neutral
which brings us back, of course, to Greely's theory of dominance.	Okay, that-that's all for today.	neutral
Okay, that-that's all for today.	Oh, uh does anyone know where the Freeman building is?	neutral
Oh, uh does anyone know where the Freeman building is?	Yeah, it's the new building on Avenue A.	neutral
Yeah, it's the new building on Avenue A.	What?! That-that's all the way cross town, I'm supposed to teach a graduate seminar there in ten minutes.	surprise
What?! That-that's all the way cross town, I'm supposed to teach a graduate seminar there in ten minutes.	Ooh, dude. That's not gonna happen.	neutral
Ooh, dude. That's not gonna happen.	Move it! Move it! Move it!! Hey!!! I'm the teacher!!	anger
Jason?	Yeah, come on in.	neutral
Yeah, come on in.	So Phoebe, you ah, sounded kinda serious on the phone, is ah, is anything wrong?	neutral
So Phoebe, you ah, sounded kinda serious on the phone, is ah, is anything wrong?	No. And I don't think I'm gonna want to.	non-neutral
No. And I don't think I'm gonna want to.	I can't do this.	sadness
I can't do this.	Yep. Yep, that's what I didn't want to know.	non-neutral
Yep. Yep, that's what I didn't want to know.	Well, oh, Mark, I'm doing this for the wrong reasons, y'know?	sadness
Well, oh, Mark, I'm doing this for the wrong reasons, y'know?	I'm just doing it to get back at Ross.	non-neutral
I'm just doing it to get back at Ross.	I'm sorry, it's not very fair to you.	sadness
I'm sorry, it's not very fair to you.	Ahh!	surprise
Ahh!	Fair, schmair!	non-neutral
Fair, schmair!	Y'know?	neutral
Y'know?	Look, if you want to get back at Ross, I am here for you.	neutral
Look, if you want to get back at Ross, I am here for you.	Really?	surprise
Really?	No-no, I say-I say, I say we get back at him right on this couch.	neutral
No-no, I say-I say, I say we get back at him right on this couch.	Right here!	non-neutral
Right here!	Oh God. I'm sorry about this.	sadness
Oh God. I'm sorry about this.	That's okay.	neutral
That's okay.	You sure?	non-neutral
You sure?	Yeah. I can just go home and get back at him by myself.	neutral
Here she is! Future fashion superstar!	Oh Joey, I'm hardly a	neutral
Oh Joey, I'm hardly a	My little sister Dina!	joy
My little sister Dina!	And here we go	neutral
And here we go	I saw this movie once where there was a door and no one knew what was behind it, and when they finally got it open millions and millions and millions of bugs came pouring out and they feasted on human flesh.	disgust
I saw this movie once where there was a door and no one knew what was behind it, and when they finally got it open millions and millions and millions of bugs came pouring out and they feasted on human flesh.	Y'know it wouldn't kill ya to respect your wife's privacy!	non-neutral
Y'know it wouldn't kill ya to respect your wife's privacy!	Stupid closet full of bugs!	anger
Stupid closet full of bugs!	Joey. Joey, something feels weird and not good weird. I don'tWhoa!!	fear
Joey. Joey, something feels weird and not good weird. I don'tWhoa!!	Oh hey whoa-whoa, don't worry.	surprise
Oh hey whoa-whoa, don't worry.	Okay.	neutral
Okay.	When my sisters were pregnant they got every weird feeling in the book, it was always nothing.	neutral
When my sisters were pregnant they got every weird feeling in the book, it was always nothing.	Really?	neutral
Really?	Absolutely.	neutral
Absolutely.	Okay. Oh GodOw!Oo!	surprise
Okay. Oh GodOw!Oo!	Okay Rach-Rach-Rach look at me, look at me, everything's gonna be fine, trust me.	neutral
Okay Rach-Rach-Rach look at me, look at me, everything's gonna be fine, trust me.	Okay.	neutral
Okay.	Take my hand.	neutral
Take my hand.	Here we go.	neutral
Here we go.	Oww crushing bones!	surprise
Oh hello.	Oh, it's you. I see you everywhere. I'm Jim, Jim Nelson.	surprise
Oh, it's you. I see you everywhere. I'm Jim, Jim Nelson.	Oh Jim, Jim Nelson I'm Phoebe, Phoebe Buffay. We certainly have been seeing a lot of each other lately.	neutral
Oh Jim, Jim Nelson I'm Phoebe, Phoebe Buffay. We certainly have been seeing a lot of each other lately.	We have. Maybe we'll be seeing each other at dinner tomorrow night, say around 8 o'clock?	neutral
We have. Maybe we'll be seeing each other at dinner tomorrow night, say around 8 o'clock?	Well, maybe we will.  Oh!	joy
Well, that's not something a girl wants to hear.	No, come on don't start.  Ouch!	non-neutral
No, come on don't start.  Ouch!	What?	non-neutral
What?	Stupid balls are in the way.	non-neutral
Stupid balls are in the way.	Oh well. It probably would've been the most constructive solution.	neutral
Oh well. It probably would've been the most constructive solution.	You have chalk on your face.	neutral
You have chalk on your face.	Huh?	non-neutral
Huh?	Oh, Ross you're right, I don't know why I always thought this was real grass.	non-neutral
Oh, Ross you're right, I don't know why I always thought this was real grass.	Hey, are you okay?	non-neutral
Hey, are you okay?	My wife's a lesbian.	non-neutral
My wife's a lesbian.	Cool!!	joy
Cool!!	Ross-Joey, Joey-Ross.	neutral
Ross-Joey, Joey-Ross.	Hi.	neutral
Hey! Where ya headin' in those pants? 1982?	Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.	neutral
Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.	If you ever want to redo the bathroom floor.	neutral
If you ever want to redo the bathroom floor.	Why, what's wrong with my bathroom floor?	surprise
Why, what's wrong with my bathroom floor?	Nothing. It's just old and dingy, that's all.	disgust
Nothing. It's just old and dingy, that's all.	I highly doubt that.	anger
I highly doubt that.	Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.	disgust
Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.	I can't live like this! What are we gonna do? What are we gonna do?	fear
I can't live like this! What are we gonna do? What are we gonna do?	Relax. Here hold this . This old stuff just comes right off.	neutral
Relax. Here hold this . This old stuff just comes right off.	That's a little more than I wanted to see.	disgust
That's a little more than I wanted to see.	Aw!	surprise
Aw!	Look at that, every inch of this stuff is glued down.	surprise
Look at that, every inch of this stuff is glued down.	It'd take forever to pry this up.	non-neutral
It'd take forever to pry this up.	You should ah, you should just leave it.	neutral
You should ah, you should just leave it.	I can't leave it! You gouged a hole in my dingy floor.	anger
I can't leave it! You gouged a hole in my dingy floor.	Eh! There you go.	neutral
Eh! There you go.	You know that's nice, y'know we could put it back there after the surgeons remove it from your colon!	anger
Hi.	Hi!	non-neutral
Hi!	Hey!	joy
Hey!	Uh, Pheebs, about your mom...	neutral
Uh, Pheebs, about your mom...	Yeah?	surprise
Yeah?	How's that going?	neutral
How's that going?	So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.	joy
So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.	That's so sweet.  I'm gonna get some coffee.	neutral
That's so sweet.  I'm gonna get some coffee.	Huh? What'd ya say Joe? I'll be right there.	surprise
Huh? What'd ya say Joe? I'll be right there.	Pheebs...	neutral
Pheebs...	I just feel so, uhh.....	neutral
I just feel so, uhh.....	All right!!	non-neutral
All right!!	I'm coming already!!	non-neutral
I'm coming already!!	Jeez!	non-neutral
Jeez!	Really?! You think that will work?	surprise
Really?! You think that will work?	Absolutely! And if it doesn't, can I get the extra ticket?	non-neutral
Absolutely! And if it doesn't, can I get the extra ticket?	What the heck is that?	surprise
Hello.	Hey, Pheebs! It's Joey!	joy
Hey, Pheebs! It's Joey!	Hey, Joey!	joy
Hey, Joey!	Hey!	joy
Hey!	Ooh!	joy
Ooh!	Ooh!	joy
Ooh!	I just say someone on thethat looks just like you on the subway.	non-neutral
I just say someone on thethat looks just like you on the subway.	And I was gonna go over and say hi!' but then I figured, he doesn't care if he looks like you.	joy
And I was gonna go over and say hi!' but then I figured, he doesn't care if he looks like you.	That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?	neutral
That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?	Ohh, they're having a	non-neutral
Ohh, they're having a	Kinda, but I've just been having way too much fun.	joy
Kinda, but I've just been having way too much fun.	So you're not homesick yet?	surprise
So you're not homesick yet?	No, I don't think so.	neutral
No, I don't think so.	All right, the seven of us miss you.	non-neutral
All right, the seven of us miss you.	No.	neutral
No.	You'll see.	neutral
You'll see.	Liam, do me a favour. Tell the lads to go easy on Ross, it's his first time.	neutral
Liam, do me a favour. Tell the lads to go easy on Ross, it's his first time.	You don't say!	surprise
You don't say!	Good luck, babe.	joy
Good luck, babe.	Ross! Ross! Come on! Get in here!  Ross! Come on!	non-neutral
Ross! Ross! Come on! Get in here!  Ross! Come on!	Ross, come on! Get in the bloody scrum! Ross, get in!	non-neutral
Ross, come on! Get in the bloody scrum! Ross, get in!	JOEY!!!!!!	joy
I don't believe you spent my wedding fund on the beach house!	We're sorry honey, but we just assumed if you got married after you turned 30 you'd pay for it yourself.	neutral
We're sorry honey, but we just assumed if you got married after you turned 30 you'd pay for it yourself.	Come on! Admit it! That was the best nap you ever had!	non-neutral
Come on! Admit it! That was the best nap you ever had!	I've had better.	neutral
I've had better.	Okay! When?!	non-neutral
Okay! When?!	All right! All right! It was the best nap ever!	joy
All right! All right! It was the best nap ever!	Uh-huh!	non-neutral
Uh-huh!	I've said it! Okay?! But it's over Joey!	non-neutral
I've said it! Okay?! But it's over Joey!	I want to do it again.	non-neutral
I want to do it again.	We	neutral
We	Why not?	neutral
Why not?	Because it's weird!	disgust
Because it's weird!	Fine! Do you want something to drink?	non-neutral
Fine! Do you want something to drink?	Sure, what do you got?	neutral
Sure, what do you got?	Warm milk and	neutral
Are you okay?	I need some milk.	neutral
I need some milk.	Ok, I've got milk  Here you go...  Oh! Better?	non-neutral
Ok, I've got milk  Here you go...  Oh! Better?	No...	sadness
No...	I'm so embarrassed, I'm the one he hit on!	surprise
I'm so embarrassed, I'm the one he hit on!	Pheebs, if I had never met him this never would have happened!	non-neutral
Pheebs, if I had never met him this never would have happened!	I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!	sadness
I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!	No, wait, oh, what are we sorry about?	surprise
No, wait, oh, what are we sorry about?	I don't know...right, he's the pig!	non-neutral
I don't know...right, he's the pig!	Such a pig!	non-neutral
Such a pig!	Oh, God, he's such a pig,	non-neutral
Oh, God, he's such a pig,	Oh he's like a...	non-neutral
Oh he's like a...	He's like a big disgusting...	non-neutral
He's like a big disgusting...	...like a...	neutral
...like a...	...pig...pig man!	non-neutral
...pig...pig man!	Yes, good! Ok...	non-neutral
Yes, good! Ok...	Oh, but he was my pig man...how did I not see this?	non-neutral
Oh, but he was my pig man...how did I not see this?	Oh! I know!  It's because... he's gorgeous, and he's charming, and when he looks at you...	non-neutral
Oh! I know!  It's because... he's gorgeous, and he's charming, and when he looks at you...	Ok, Ok, Pheebs...	neutral
Ok, Ok, Pheebs...	The end.	neutral
The end.	Oh, God...	non-neutral
Oh, God...	Should I not have told you?	surprise
Should I not have told you?	No, no, trust, me, it's, it's, it's much better that I know.	neutral
No, no, trust, me, it's, it's, it's much better that I know.	Uh, I just liked it better before it was better...	non-neutral
Well, yes, it's kind've an unusual house.	It has umm, three beautiful bedrooms and ah, no baths.	neutral
It has umm, three beautiful bedrooms and ah, no baths.	But y'know, the ocean is right there.	neutral
But y'know, the ocean is right there.	Knock, knock, knock.	neutral
Knock, knock, knock.	Ah, oh, hang on a second.  Come in, come in.  All right, so think about it, and call me back.	neutral
Ah, oh, hang on a second.  Come in, come in.  All right, so think about it, and call me back.	Are you ah, Phoebe Abott?	neutral
Are you ah, Phoebe Abott?	Ahh, yes.	neutral
Ahh, yes.	Hi Phoebe Abott, I'm your best friends daughter!	joy
Hi Phoebe Abott, I'm your best friends daughter!	You're Erwin's daughter?!	surprise
You're Erwin's daughter?!	No, I-I mean your-your old best friend, here.  Lily, from high school. Remember?	neutral
No, I-I mean your-your old best friend, here.  Lily, from high school. Remember?	Oh gosh, Lily, yes. Of course I remember Lily. I... Then you must be?	surprise
Oh gosh, Lily, yes. Of course I remember Lily. I... Then you must be?	Phoebe.  Phoebe. Phoebe, yeah. She named me after you I guess.	non-neutral
Phoebe.  Phoebe. Phoebe, yeah. She named me after you I guess.	Uh-huh. Wow! Well, look! There's Frank.	surprise
Dude, you have got to turn on	Let's go watch it at your place.	neutral
Let's go watch it at your place.	Nah, Monica's watching some cooking show. Come on, I don't want to miss when they were skinny.	neutral
Nah, Monica's watching some cooking show. Come on, I don't want to miss when they were skinny.	Chandler, Chandler, y'know what we should do? You and I should go out and get some new sunglasses.	joy
Chandler, Chandler, y'know what we should do? You and I should go out and get some new sunglasses.	What? No, I want to watch this. . Did your cable go out?	non-neutral
What? No, I want to watch this. . Did your cable go out?	No, that's	neutral
No, that's	Joey, why is your cable out?	non-neutral
Joey, why is your cable out?	I uh, oh! Because, uh, I haven't really paid the bill	sadness
I uh, oh! Because, uh, I haven't really paid the bill	If you need money, will you please-please just let me loan you some money?	non-neutral
If you need money, will you please-please just let me loan you some money?	No, Chandler.	neutral
No, Chandler.	Look, forget about it, okay?	anger
Look, forget about it, okay?	Look, I know things have been a little tight since Janine moved out.	sadness
Look, I know things have been a little tight since Janine moved out.	Oh, was she hot.	joy
Oh, was she hot.	Whoa ho.	joy
Whoa ho.	I know!	surprise
I know!	Yeah, but, look I can handle it.	neutral
Yeah, but, look I can handle it.	All right?	neutral
All right?	Look, I can listen to the radio, huh?	neutral
Look, I can listen to the radio, huh?	And Ross gave me this great book (holds up the	neutral
And Ross gave me this great book (holds up the	All right, you want to see if the joke stealer will let us watch the show at his place?	non-neutral
All right, you want to see if the joke stealer will let us watch the show at his place?	Sure.	neutral
Sure.	Paid your phone bill?	neutral
Paid your phone bill?	Not so much.	neutral
Oh good, okay, I can't take it anymore.	I can't take it anymore.	non-neutral
I can't take it anymore.	So you win, okay?	non-neutral
So you win, okay?	Here!	non-neutral
Here!	Pheebs?	non-neutral
Pheebs?	Flying a jet?	surprise
Flying a jet?	Better make it a spaceship so that you can get back to your	neutral
Hey everybody, Pheebs is here!	Phoebe!	joy
Phoebe!	Hey, Pheebs!	joy
Hey, Pheebs!	Phoebe, woo!	joy
Phoebe, woo!	What?! What good is that gonna do anybody?	non-neutral
What?! What good is that gonna do anybody?	Well, it helps the bee look tough in front of his bee friends. The bee is happy and I am definitely not.	sadness
Well, it helps the bee look tough in front of his bee friends. The bee is happy and I am definitely not.	Now, y'know the bee probably died after he stung ya.	neutral
Now, y'know the bee probably died after he stung ya.	Aw, dammit!	non-neutral
Aw, dammit!	Back on in 30 seconds people!	neutral
Back on in 30 seconds people!	Hey, excuse me, would you mind switching with me?	neutral
Hey, excuse me, would you mind switching with me?	Hey, no way, I'm in the shot man.	non-neutral
Hey, no way, I'm in the shot man.	Come on man! You've been here all day!	anger
Come on man! You've been here all day!	Yeah, I-I'm taking pledges here, eh?	neutral
Yeah, I-I'm taking pledges here, eh?	We're on in 3, 2,	neutral
We're on in 3, 2,	Welcome back to our fall telethon. Now if you've been enjoying the performance of	neutral
Ah.	Yeah.	neutral
Yeah.	Well, y'know what?	neutral
Well, y'know what?	I go see my doctor tomorrow, I'll ask her about this.	neutral
I go see my doctor tomorrow, I'll ask her about this.	Maybe she can give me a pill or something.	neutral
Maybe she can give me a pill or something.	Yeah. Yeah, that's what you need a goodpill.	neutral
What are you writing?	Well, Joshua's coming in tomorrow and since I don't have the guts to ask him out, I'm going to sell him a coat and put this note in the pocket.	neutral
Well, Joshua's coming in tomorrow and since I don't have the guts to ask him out, I'm going to sell him a coat and put this note in the pocket.	Oh yeah?  Joshua, give me a call sometime, guys like you  never go out of stylewhat did you throw away?	neutral
Oh yeah?  Joshua, give me a call sometime, guys like you  never go out of stylewhat did you throw away?	Hi guys!	joy
Hi guys!	Hey!	non-neutral
Hey!	Hey, what have you guys been up too?	neutral
Hey, what have you guys been up too?	Oh, we went to see a collection of Victorian doorknobs and the Cupert-Hewitt museum.	neutral
Oh, we went to see a collection of Victorian doorknobs and the Cupert-Hewitt museum.	Without me?!	surprise
Without me?!	My uncle dragged us there. But, it actually it turned out to be really interesting.	surprise
My uncle dragged us there. But, it actually it turned out to be really interesting.	Yeah.	neutral
Yeah.	They were so ornate and beautiful, I mean look at that!	surprise
I'm just sayin', if I see one more picture of Ed Begley, Jr. in that	I can't believe you'd rather go out with him than me.	surprise
I can't believe you'd rather go out with him than me.	Would you excuse me, please? I'm trying to have a date here.	anger
Would you excuse me, please? I'm trying to have a date here.	Fine, just stop thinking about me.	non-neutral
Fine, just stop thinking about me.	Can't do it, can you?	neutral
Can't do it, can you?	So I'm thinking about you. So what?	neutral
So I'm thinking about you. So what?	I don't get it. What do you see in this guy, anyway?	surprise
I don't get it. What do you see in this guy, anyway?	Well... he happens to be a very nice... guy....	neutral
Well... he happens to be a very nice... guy....	I mean, come on, buddy, get a	neutral
I mean, come on, buddy, get a	Rachel, come on. Give us a chance.	neutral
Rachel, come on. Give us a chance.	Ross, it's too hard.	sadness
Ross, it's too hard.	No, no, no... why, because it might get weird for everyone else?	non-neutral
No, no, no... why, because it might get weird for everyone else?	Who cares about them.	neutral
Who cares about them.	This is about us.	neutral
This is about us.	Look, I-I've been in love with you since, like, the ninth grade.	non-neutral
Look, I-I've been in love with you since, like, the ninth grade.	Ross, you're like my best friend.	non-neutral
Ross, you're like my best friend.	I know.	neutral
I know.	If we broke up, and I lost you...	fear
If we broke up, and I lost you...	Ohh, God.	non-neutral
Hello?  No she can't come to the phone right now.  Oh, right no problem. Okay, bye-bye.	Was it my work? Were they mad? Was it Jack? Did he yell?!	fear
Was it my work? Were they mad? Was it Jack? Did he yell?!	J-j-just relax, nobody yelled. Jack just was calling to make sure that	neutral
J-j-just relax, nobody yelled. Jack just was calling to make sure that	Thank God.	joy
Thank God.	Yeah, she's fired.	neutral
...DUMB, DRUNKEN, BITCH!!!   Thank you, thanks.	Hey, here's a question; where did you guys get the finest oak East of the Mississippi?	neutral
Hey, here's a question; where did you guys get the finest oak East of the Mississippi?	Uh-huh, first you tell us where you got the prettiest lace in all the land.	neutral
