An Instant Classic that will be Remembered for its Outstanding Performances,	pos
family world	pos
Silver Linings Playbook	pos
A Nutshell Review: Silver Linings Playbook	pos
Maybe I am missing something?	neg
Every Cloud Must Have A Silver Lining-Silver Lining Playbook ***1/2	pos
You don't have to smoke to like this	pos
The Start To Stoner Comedies	pos
Holy Cow...	pos
Classic	pos
"Everybody must get stoned"	pos
Good stoner jokes	pos
Hey, Man! Like, Get Legally High, Man, With Cheech & Chong, Man!	pos
The original stoner flick(I think)	pos
Mellow Californian Gold	pos
Let's put it this way...	neg
It's not terribleit's just not very original.	neg
this isn't what I would call a haunting	neg
not bad.could have used a more convincing ending	pos
why? Why? WHY!!	neg
A pretty good horror movie for a rainy night	pos
Beyond "awful"	neg
Horrifyingly mediocre....	neg
This was a haunting...?	neg
Abominable Immoral Ending	neg
The failing Halloween movie	neg
Lame...at least everyone in the movie is good looking	neg
Predictable "haunting" movie.	neg
Seen worse but seen better.	neg
Scare free occult thriller with echoes  of CARRIE  & THE OMEN	neg
Sophie, are we a family?	pos
cartoon magic	pos
Amazing Film	pos
Miyazaki's most confounding and least compelling film to date	neg
Hah! Forget computers! ...CGI is so last year.	pos
Nice anime movie...	pos
Bittersweet movie about romance and old age	pos
Taken Back to being a 'tween' again	pos
A great animated film	pos
Miyazaki is an anime genius; This is perfect proof	pos
Loose Ends Ruined It For Me	neg
Cool but weird	pos
Imaginative two-dimensional film-making may live on after all	pos
Another Fun Trip into the Imagination of Hayao Miyazaki!	pos
Must see in the kid's anime subgenre	pos
Oten	neg
A beautiful film!	pos
It was definitely brilliant, flawed but brilliant	pos
I hate gunfire. No manners	pos
Fire, Magic and a boy's heart	pos
Convoluted tale betrays Miyazaki's love for Victorian fantasy	pos
Sweet and Charming Fantasy Adventure	pos
Too focused on physical beauty and age-ism	pos
Frankenweenie	pos
Great comedy, horror and heart	pos
They've gotta learn sooner or later...	pos
Good, but not Burton's best work	pos
Frankenweenie or bringing Tim Burton's mojo back from the dead	pos
Loved it!...	pos
Class act...	pos
Stunning, beautiful, deep, emotional, dark. Tim Burton is back, and yes, he's better than ever.	pos
Wonderfully Shocking	pos
A mixed bag of bones	neg
It made me cry, so I'm calling it one of the best movies of the year. It's a pity not many have gone to see it.	pos
Tim Burton being Tim Burton	pos
This feature-length version of Tim Burton's Frankenweenie provided plenty of enjoyment of atmospheric chills	pos
Sweet, nostalgic and chalk full of old monster movie references.	pos
Frankenstein's Monsters	pos
a nice strange one	neg
Burton's horror sketchbooks	pos
Monstrously cute, fun, and heart-warming.	pos
Tim Burton's great animation-horror is sure to leave kids smiling and crying at the end	pos
Marred by its Burtonishness	pos
Doggone Ads	neg
Not for Young Kids At All	neg
An "Electrifying" Tale Of A Boy and His Dog.... Arf! Arf! Arf!	pos
A family-friendly entry-level feature into the world of Tim Burton and an evocative experience for viewers of all ages	pos
Another dark entry into animation by the master of dark animation	pos
Tim Burton At His Best!	pos
Stylish But Padded, This is an Homage That's Lost its Way	neg
Tim Burton's best since "Big Fish"	pos
It's decent but nothing all that spectacular or groundbreaking	pos
Funny, horrible and sentimental	pos
Burton's sweet horror film valentine is spooky fun for the whole family	pos
A Little Of This, A Little Of That....And A LOT of Fun!	pos
Suburban America goes loony!	pos
A Nutshell Review: Frankenweenie	pos
Worst movie of 2006	neg
Definitely one of the best movies ever made.	pos
True revolution...	pos
One of the finest movie of this generation. It's not a movie, it's a movement.	pos
Bollywood's finest in recent times....truly world class....	pos
A great movie but a very disappointing end.	pos
Horribly Overrated	neg
Really, a great movie!!!	pos
Awesome awakening of a new generation	pos
Incredible!	pos
From Hunger.	neg
stick to wrestleing john	neg
Never had more fun at a terrible movie(spoilers)	neg
Its a mindless action movie with a wrestler	pos
I Loved It	pos
Blatantly stolen from other places	neg
New-Age Rambo  of the 21st Century	pos
John Cena's MARINE revives cheesy old action flicks without a whole lot of fun.	neg
So dumb it earns itself an 8/10 on the "So Bad it's Good Scale"	neg
Not what I expected...	neg
I feel I am 'one' with this film	neg
This movie is meant to be a good time, nothing else.	pos
Not the best, but not bad	pos
Hard Corps	neg
Cena is the next Schwarzenegger!	pos
A fair actioner with too many problems	neg
Lots of noise but little in the way of anything substantial.	pos
Worthless WWE Entertainment	neg
mindless,excessive explosions,cliché ridden, JUST what I expected	neg
Lots and lots of booms	neg
Just horrible!!	neg
Battle Experience-The Marine ****	pos
decent road trip comedy	pos
I wonder if Ice Cube ever stopped and thought, "Why am I doing this?"	neg
Is It Over Yet?   F+	neg
I Hated This Movie	neg
Evidently Ice Cube wanted to buy himself a new boat so he starred in this movie...	neg
Ice Cube should get out of showbiz	neg
It is Ice Cube at his funniest..	pos
Ice Cubed	pos
Not as awful as I thought it would be, but still pretty bad!	neg
Could be worse, but still isn't up to much	neg
Awful	neg
Gooey, effective and tense science fiction film exploring themes of identity and the impact of video games on us and our world.	pos
eXistenz is a surreal masterpiece from David Cronenberg.	pos
Virtual reality or absence of reality?	neg
Standard existentialist sci-fi fare	neg
The reality of the flesh	pos
Invasion of the bio-Pod People: Meta-muddle...	neg
One of the most entertaining films from Cronenberg.	pos
Great film, but not for everyone	pos
Weird As Usual For Cronenberg	pos
WARNING: DO NOT WATCH WHILE EATING. DO NOT EVEN WATCH IF YOU HAVE EATEN IN THE LAST SIX TO EIGHT HOURS. IN FACT, TAKE SOME TUMS IN ADVANCE.	neg
Really, not that great	neg
"eXistenZ" - Do you want to play?	pos
a nice SF flick	pos
more weird organic stuff from Cronenberg	pos
I would hate to be the guy that had to market this film.	pos
A taste that's worth to acquire	pos
So Deeply Inherent And Invertedly Emotional That One Cannot Truly Do It Justice Without Talking About It As If One Were Writing Prose	pos
DisgustingDaringPrescient Black Comedy	pos
Seems like almost everything used to be something else, yes?	pos
No award for a great performance	pos
Gold Fever and Greedy Fools	pos
Extraordinary  and marvelously performed film about a  grizzled hustler  decides  to join with other prospectors to find gold	pos
Walter Huston	pos
There's Treasure Everywhere	pos
Treasure! Temptation! Treachery!	pos
Classic tale of greed is cinema gold.	pos
a treasure well worth unearthing	pos
Still vivid, compact, colorful, and intense, with some acting to, uh, die for.	pos
The seeds of mistrust are sown	pos
"I know what gold does to men's souls."	pos
The Treasure of the Sierra Madre (1948) ***	pos
Make Sure You Find John Huston's 'Treasure' Trove!	pos
Τhe treasure of life.	pos
They's gold in them thar skills...	pos
Expansive adventure epic; a pinnacle of cinematic potential	pos
Pure spun gold.	pos
A Classic About Gold and Greed	pos
A classic morality tale of the dangers of wealth told fittingly as a Western	pos
Gold in them thar hills	pos
Blood, Sweat and "Stinking Bodges"	pos
Fresh as the day it was made	pos
The cinema's best meditation on greed, bar none	pos
This is a cute movie, but it has stylistic issues.	pos
Bogart's Best Performance in one of the top 10 films of all time!	pos
Great Character Actors...and No Stinking Badges	pos
For Greed All Nature Is Too Small.	pos
Not really the great classic I expected but it's still good all.	pos
A well done masterpiece	pos
Master Storytelling	pos
"If you want somebody NOT to find it, . . .  Put it  in front of them"	pos
Dull, overly long, pro-asylum seeking nonsense perpetrated by a gnawing sensation of self importance.	neg
Flys high.	pos
Extraordinary, beautiful, and exciting	pos
Not bad but the story is somewhat problematic	pos
Excellent Cast and Story	pos
Great scenes with dynamic music.	pos
More action than motivation?	pos
Values and something to say	pos
truly inspiring and worth the watch	pos
I respect the effort but did not enjoy the film	neg
A movie that will make you to appreciate life	pos
Gliding neatly between a true heart-wrencher and an overly-affecting drama.	pos
Pre and post the talibans	pos
Afghan hounded	pos
good adaptation.	pos
Variance on Theft	pos
Beautiful and Moving Film	pos
A masterly screen version of Hosseini's novel	pos
The tragic history of Afghanistan	pos
There is a way to be good againThe Kite Runner	pos
A Modern Epic	pos
"This country is not kind to invaders"	pos
A poignant & tragic tale	pos
Excellent story	pos
A touching story well-realized by Forster and crew	pos
Touching story of one man's redemption	pos
Moving tale of moral redemption	pos
My Review Wont Do This Movie Justice....	pos
A very idiotic story	neg
A Tear Jerker Of Note	pos
Cinematic Adaptation of Hosseini's Sterling Novel May Be Just Too Faithful	pos
Quiet dignity,personified	pos
I wish I had a fake beard	pos
A Wimp's Tale	pos
A Must See.....really	pos
Blood drops upon white snow form an image of Afghanistan	pos
Dangerously Panders To Commercial Sensibilities	pos
"It's my story. I get to end it how I want."	pos
An inspiring triumph	pos
And *you* realize that I'm the one holding the slingshot, right?	pos
Just a bit too sentimental	pos
Soild but flawed	pos
Works if you didn't read it	pos
Absorbing and heartrending adaptation to best seller; Ershadi is one of film's finest fathers ever depicted on screen	pos
Outstanding!	pos
I had a wonderful experience watching this fine drama.	pos
Afghanistan's collapse	pos
Moving and profound	pos
Not relevant	neg
In my opinion The Rules of Attraction for me is the best college film ever!	pos
Bulimic skinny or anorexic skinny?	pos
What lies beneath the usual...	pos
Smart, all-too-pert runaway car of a movie	neg
Young American Psychos	pos
one of the greatest movies out there	pos
You better bring back change; Daddy wants changeThe Rules of Attraction	pos
Darkly Perfect	pos
the best film of 2002	pos
Interesting adaption	neg
Sometimes I can't believe the crap that spills out of my mouth	pos
Hardly mainstream, but worth more than a cursory glance	pos
Fanciful without ever feeling too distant or with a distinct, mean-spirited streak; thanks largely to Tennant's good work with the material early on.	pos
Stupid Cupid!	neg
Disgrace Of A Movie!!!!!	neg
Not bad.	pos
One of the Best Romantic Comedies in Years	pos
a smart and funny look at meetings between guys and girls	pos
The date doctor...	pos
Will Smith and Kevin James are awesome together.	pos
No need for a spoiler warning - you know what you're gonna get	pos
"Hitch" - It worked for me, but will it work for you?	pos
Has enough charming moments to make it worth going through the clichéd last third.	pos
A good movie that flowed without a hitch	pos
testing the limits of romantic comedy	neg
Hitch Cock.	neg
A Pleasant Surprise!	pos
Sorry, I didn't fall for it.	neg
Don't-B-Hitch ! (DVD)	neg
Predictable rom-com	neg
Amiable romantic comedy	pos
One of my favorite romantic comedies	pos
A Bit Cheesy And Predictable for Will Smiths Standards,But Still A Lot Of Fun,	pos
A very worthwhile movie for what it is	pos
Totally Fun	pos
good but predictable	neg
